iteration,frame,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_frame_rate,train_frame_rate,train_exploration_epsilon,train_state_value,normalized_return,capped_normalized_return,human_gap
0,0,-20.981012658227847,nan,158,0,1584.854403509445,nan,1.0,nan,-0.007960698533366794,-0.007960698533366794,1.007960698533367
1,1000000,-20.77987421383648,-20.419354838709676,159,279,1553.645297500311,1167.9106484048837,0.2800009,-0.161331516730773,-0.0022627256044328446,-0.0022627256044328446,1.0022627256044327
2,2000000,-20.9811320754717,-20.78877887788779,159,303,1578.8539158768858,1110.9995414535479,0.1,-0.3463821246185472,-0.007964081458121799,-0.007964081458121799,1.0079640814581219
3,3000000,-21.0,-20.70486111111111,163,288,1576.1982522611568,1119.3690732152545,0.1,-0.661146633475572,-0.00849858356940512,-0.00849858356940512,1.0084985835694051
4,4000000,-20.598360655737704,-20.564705882352943,122,255,1575.8715496378777,1114.7422842618807,0.1,-0.8632503989312955,0.0028793015371755127,0.0028793015371755127,0.9971206984628245
5,5000000,-20.55072463768116,-20.366834170854272,69,199,1573.4556561976826,1117.1441541676943,0.1,-0.809848752980588,0.004228763805066266,0.004228763805066266,0.9957712361949337
6,6000000,-19.650793650793652,-19.8943661971831,63,142,1574.4346784593938,1110.221332485484,0.1,-0.7034840142330536,0.029722559467601908,0.029722559467601908,0.9702774405323981
7,7000000,-18.49056603773585,-19.177966101694917,53,118,1566.163544508259,1107.8919079178177,0.1,-0.42918049294364113,0.06259019723127904,0.06259019723127904,0.937409802768721
8,8000000,-18.868852459016395,-16.9811320754717,61,106,1587.5057574656719,1107.3117495861852,0.1,-0.36086466791813837,0.0518738680165327,0.0518738680165327,0.9481261319834673
9,9000000,-16.58490566037736,-17.3302752293578,53,109,1578.7307757091082,1102.7694625242664,0.1,-0.2356337037748398,0.11657491047089634,0.11657491047089634,0.8834250895291037
10,10000000,-14.58974358974359,-16.052083333333332,39,96,1570.9037342196893,1102.887872962684,0.1,-0.20230242054191264,0.17309508244352437,0.17309508244352437,0.8269049175564757
11,11000000,-15.475,-15.964705882352941,40,85,1594.3613887118381,1111.8696550311015,0.1,-0.14474219353006076,0.14801699716713881,0.14801699716713881,0.8519830028328612
12,12000000,-14.653846153846153,-15.525,26,80,1597.4781126683272,1119.8767052992448,0.1,0.012243038362924712,0.1712791457833951,0.1712791457833951,0.8287208542166049
13,13000000,-16.864864864864863,-13.785714285714286,37,70,1599.4343981145885,1116.8982493293438,0.1,0.00538320365734758,0.10864405481969225,0.10864405481969225,0.8913559451803077
14,14000000,-11.44,-13.84375,25,64,1581.3983839987777,1125.5204475819326,0.1,0.11140762413941525,0.2623229461756374,0.2623229461756374,0.7376770538243627
15,15000000,-16.347826086956523,-13.257575757575758,46,66,1593.7044355572002,1137.5930585360516,0.1,0.09624016622324406,0.12329104569528261,0.12329104569528261,0.8767089543047174
