iteration,frame,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_frame_rate,train_frame_rate,train_exploration_epsilon,train_state_value,normalized_return,capped_normalized_return,human_gap
0,0,-20.729559748427672,nan,159,0,1557.4560063133017,nan,1.0,nan,-0.0008373866410105558,-0.0008373866410105558,1.0008373866410105
1,1000000,-20.70886075949367,-20.307971014492754,158,276,1548.608694221635,1149.0648277048629,0.2800009,-0.21756498768464982,-0.00025101301681789865,-0.00025101301681789865,1.0002510130168178
2,2000000,-20.384057971014492,-20.762541806020067,138,299,1546.7133707548976,1106.4152220771991,0.1,-0.36060101123783783,0.008950199121402467,0.008950199121402467,0.9910498008785975
3,3000000,-20.65972222222222,-20.581881533101047,144,287,1561.5794313427975,1100.05456632063,0.1,-0.8191517936876552,0.0011410135347812425,0.0011410135347812425,0.9988589864652188
4,4000000,-19.96938775510204,-20.357933579335793,98,271,1548.6846506660509,1099.6970617165493,0.1,-1.0193398274886891,0.020697230733653222,0.020697230733653222,0.9793027692663467
5,5000000,-17.0,-18.150753768844222,89,199,1546.3492661031155,1087.3855609974607,0.1,-0.8728494519884159,0.10481586402266288,0.10481586402266288,0.8951841359773371
6,6000000,-13.561643835616438,-14.80379746835443,73,158,1548.2854142652673,1085.4764256212825,0.1,-0.928191808147822,0.20221972137063912,0.20221972137063912,0.7977802786293609
7,7000000,-14.057971014492754,-15.006666666666666,69,150,1541.6376819467268,1082.000951952691,0.1,-0.718839639991177,0.18815946134581432,0.18815946134581432,0.8118405386541857
8,8000000,-13.928571428571429,-13.928571428571429,70,140,1556.81184632115,1084.3758906335663,0.1,-0.5090428087732082,0.19182517199514365,0.19182517199514365,0.8081748280048564
9,9000000,-10.037735849056604,-10.74561403508772,53,114,1546.5073935922974,1096.7419629412552,0.1,-0.28410653387166035,0.30204714308621516,0.30204714308621516,0.6979528569137848
10,10000000,-15.026666666666667,-10.822429906542055,75,107,1543.060997941489,1092.1871828916433,0.1,-0.08695262854554016,0.16071765816808306,0.16071765816808306,0.839282341831917
11,11000000,-17.94736842105263,-10.086538461538462,95,104,1561.2638139361864,1091.3502047324685,0.1,0.09815983748207643,0.07797823169822576,0.07797823169822576,0.9220217683017742
12,12000000,-3.9,-7.587628865979381,50,97,1564.0019209418797,1094.698717257824,0.1,0.278254035522692,0.4759206798866856,0.4759206798866856,0.5240793201133144
13,13000000,10.803921568627452,1.673913043478261,51,92,1540.792131931242,1101.8830617516066,0.1,0.644738898790942,0.8924623673832139,0.8924623673832139,0.10753763261678606
14,14000000,13.320754716981131,5.585106382978723,53,94,1554.5661381715256,1101.8326732032256,0.1,0.8014475131137878,0.9637607568549896,0.9637607568549896,0.03623924314501037
15,15000000,9.936507936507937,8.205882352941176,63,102,1546.7797380906975,1113.640855720281,0.1,0.8424512101095687,0.8678897432438509,0.8678897432438509,0.13211025675614907
16,16000000,13.428571428571429,10.42156862745098,56,102,1555.0294733968763,1119.9775618002893,0.1,1.2203565515378416,0.9668150546337515,0.9668150546337515,0.0331849453662485
17,17000000,8.049180327868852,11.596153846153847,61,104,1551.7907866025826,1118.9377455140518,0.1,1.260620951936541,0.8144243718943017,0.8144243718943017,0.18557562810569828
18,18000000,15.23728813559322,11.247619047619047,59,105,1547.33309415249,1114.0253012635067,0.1,1.3973263568889347,1.0180534882604313,1.0,0.0
19,19000000,16.379310344827587,13.373831775700934,58,107,1556.4798373332983,1117.1593090201561,0.1,1.6560282705886664,1.0504053922047476,1.0,0.0
20,20000000,16.083333333333332,12.37864077669903,60,103,1547.8199560210492,1114.702952543806,0.1,1.6793210226592785,1.042020774315392,1.0,0.0
