iteration,frame,eval_episode_return,train_episode_return,eval_num_episodes,train_num_episodes,eval_frame_rate,train_frame_rate,train_exploration_epsilon,train_state_value,normalized_return,capped_normalized_return,human_gap
0,0,-20.754716981132077,nan,159,0,1575.6248546910697,nan,1.0,nan,-0.0015500561227217505,-0.0015500561227217505,1.0015500561227217
1,1000000,-20.91025641025641,-20.32,156,275,1568.7822763454824,1165.9044471397137,0.2800009,-0.15048670039247392,-0.005956272245224066,-0.005956272245224066,1.005956272245224
2,2000000,-20.993865030674847,-20.741610738255034,163,298,1582.7482351089898,1112.413624000423,0.1,-0.4292780064637709,-0.008324788404386625,-0.008324788404386625,1.0083247884043867
3,3000000,-20.830188679245282,-20.64516129032258,106,279,1585.7102872444061,1116.7096706131838,0.1,-0.7594768088478341,-0.003688064567855033,-0.003688064567855033,1.003688064567855
4,4000000,-20.880733944954127,-20.582608695652173,109,230,1581.8761404488212,1117.0498382623528,0.1,-0.7049944485183512,-0.005119941783403043,-0.005119941783403043,1.0051199417834031
5,5000000,-20.305882352941175,-20.15135135135135,85,185,1587.3268031271164,1115.3408157034678,0.1,-0.7037808050296931,0.011164805865689064,0.011164805865689064,0.988835194134311
6,6000000,-18.892857142857142,-19.330827067669173,56,133,1572.8351123614798,1111.6849442103476,0.1,-0.7859413867847977,0.05119384864427357,0.05119384864427357,0.9488061513557264
7,7000000,-17.666666666666668,-18.37837837837838,48,111,1551.7495584070887,1098.5019182510716,0.1,-0.6100729967106313,0.08593012275731818,0.08593012275731818,0.9140698772426818
8,8000000,-12.722222222222221,-16.926315789473684,36,95,1547.1487110420737,1089.3617404905638,0.1,-0.5126655127055318,0.22599937047529117,0.22599937047529117,0.7740006295247088
9,9000000,-13.421052631578947,-15.152941176470588,38,85,1557.7345009332698,1099.7755628858865,0.1,-0.5282407249414284,0.20620247502609215,0.20620247502609215,0.7937975249739079
10,10000000,-16.381818181818183,-15.151515151515152,55,99,1547.064431493788,1095.8415592334204,0.1,-0.3675356289755376,0.12232809683234609,0.12232809683234609,0.8776719031676539
11,11000000,-12.55,-15.768518518518519,40,108,1563.8875395823607,1112.47407561472,0.1,-0.18755432224299534,0.2308781869688385,0.2308781869688385,0.7691218130311614
12,12000000,-16.70909090909091,-12.875,55,88,1569.845135976016,1113.43887182778,0.1,-0.08551476067451662,0.11305691475663142,0.11305691475663142,0.8869430852433686
13,13000000,-6.078947368421052,-10.342105263157896,38,76,1581.5953110276337,1117.263856824298,0.1,-0.03772676369290992,0.41419412554048013,0.41419412554048013,0.5858058744595198
14,14000000,-1.7419354838709677,-7.68,31,75,1582.5387222441213,1137.0544686149992,0.1,0.19288449520803064,0.5370556520149867,0.5370556520149867,0.46294434798501327
15,15000000,4.861111111111111,-5.22972972972973,36,74,1579.5047301914356,1097.7261100266228,0.1,0.328592613423636,0.7241107963487567,0.7241107963487567,0.27588920365124325
16,16000000,3.2058823529411766,-3.2285714285714286,34,70,1575.4842992320175,1097.2255269553755,0.1,0.3103161637108907,0.6772204632561241,0.6772204632561241,0.32277953674387594
17,17000000,9.794871794871796,-0.36619718309859156,39,71,1571.440468889152,1101.109595196546,0.1,0.7784336809117866,0.8638773879567081,0.8638773879567081,0.1361226120432919
18,18000000,1.5217391304347827,1.236842105263158,46,76,1584.6266751760147,1118.8113695278919,0.1,0.543530711496717,0.6295110235250646,0.6295110235250646,0.3704889764749354
19,19000000,10.0,1.0,37,79,1581.4449069331579,1132.7061770996738,0.1,0.868897920839534,0.8696883852691218,0.8696883852691218,0.13031161473087816
20,20000000,7.641025641025641,0.6746987951807228,39,83,1572.8962971310145,1132.7324957084606,0.1,0.8639436713190205,0.8028619161763638,0.8028619161763638,0.19713808382363618
21,21000000,8.46808510638298,1.4137931034482758,47,87,1579.2772923942086,1133.0307713809132,0.1,1.1029062575968243,0.8262913627870533,0.8262913627870533,0.17370863721294671
22,22000000,6.531914893617022,3.45679012345679,47,81,1575.8279892698397,1129.6045765203041,0.1,1.1427628026798746,0.7714423482611055,0.7714423482611055,0.22855765173889453
23,23000000,11.46808510638298,6.511904761904762,47,84,1569.6980654847152,1131.4868265017935,0.1,1.414696364545196,0.9112771984811042,0.9112771984811042,0.08872280151889578
24,24000000,11.18867924528302,4.083333333333333,53,84,1579.8152006402458,1139.018514979545,0.1,1.4251750233285212,0.9033620182799723,0.9033620182799723,0.09663798172002769
25,25000000,6.880952380952381,5.120481927710843,42,83,1577.6499713323478,1135.2724115217852,0.1,1.3200521529955114,0.781330095777688,0.781330095777688,0.21866990422231203
26,26000000,-7.0181818181818185,5.146341463414634,55,82,1569.8347043934052,1131.933857905425,0.1,1.3211551643857322,0.3875869173319598,0.3875869173319598,0.6124130826680402
27,27000000,10.658536585365853,3.372093023255814,41,86,1578.1668530097666,1136.1177318064554,0.1,1.4485425994825027,0.8883438126165966,0.8883438126165966,0.11165618738340344
28,28000000,8.210526315789474,2.847058823529412,38,85,1586.0762377605965,1144.341427975712,0.1,1.3089077185773523,0.8189950797674073,0.8189950797674073,0.18100492023259274
29,29000000,16.32075471698113,4.470588235294118,53,85,1572.9711877118225,1141.9318901132585,0.1,1.515778934757416,1.0487465925490407,1.0,0.0
30,30000000,-6.2,6.785714285714286,65,84,1576.6903614862508,1138.826925697276,0.1,1.419841028601402,0.4107648725212465,0.4107648725212465,0.5892351274787535
